title,genres,vote_average
Swinging with the Finkels,"['Comedy', 'Romance']",4.3
The Power and the Glory,"['TV Movie', 'Drama']",0.0
All Fall Down,['Drama'],5.8
The Perfect World of Kai,"['Music', 'Animation', 'Drama']",7.3
Planet of Dinosaurs,"['Science Fiction', 'Thriller', 'Action']",4.4
The Hatchet Man,"['Crime', 'Drama']",4.2
All Things Fall Apart,['Drama'],5.4
Altitude,"['Horror', 'Action', 'Thriller', 'Science Fiction']",4.9
Carry On Cabby,['Comedy'],7.1
Che!,"['Action', 'Adventure', 'Drama']",3.8
China Girl,"['Romance', 'Crime', 'Drama']",6.6
Never a Dull Moment,"['Action', 'Comedy', 'Family']",6.3
Jack the Giant Killer,"['Action', 'Fantasy']",3.2
Lost Boundaries,['Drama'],4.8
Picture This,['Comedy'],5.4
Scorned,"['Thriller', 'Drama']",4.9
Mardi Gras: Spring Break,['Comedy'],4.5
The Face of Marble,['Horror'],5.5
The Horsemen,"['Action', 'Adventure', 'Drama']",6.0
The Squeeze,"['Crime', 'Action', 'Comedy']",5.8
The Squeeze,['Action'],5.5
The Bride,"['Drama', 'Horror', 'Romance']",5.4
Wishmaster 4: The Prophecy Fulfilled,['Horror'],4.1
Lizzie Borden Took An Ax,"['Drama', 'Mystery', 'Thriller']",5.6
Tim,"['Romance', 'Drama']",6.3
Wrong Side of Town,"['Action', 'Crime']",5.7
The White Buffalo,"['Horror', 'Western']",5.3
Shark Attack,['Horror'],3.7
Killer Movie,"['Comedy', 'Horror']",6.1
Sex and the Single Girl,"['Comedy', 'Romance']",5.9
The Wizard of Gore,['Horror'],5.7
Python,"['Comedy', 'Horror', 'Science Fiction']",3.7
Grave Halloween,"['TV Movie', 'Horror']",4.4
At the Devil's Door,['Horror'],4.7
Reaching for the Moon,"['Drama', 'Romance']",6.3
Ator the Iron Warrior,"['Adventure', 'Action', 'Fantasy']",3.0
Lisztomania,"['Comedy', 'Fantasy', 'Music']",5.2
Super Stooges vs the Wonder Women,"['Action', 'Adventure', 'Science Fiction', 'Comedy', 'Fantasy']",0.0
Battle of the Amazons,"['Fantasy', 'Action']",5.0
Rattlers,['Horror'],5.4
Blablablá,['History'],0.0
The Great Gatsby,['Drama'],0.0
This Side of the Law,['Crime'],3.2
The Lone Ranger,['Western'],0.0
Katt Williams: Priceless: Afterlife,"['TV Movie', 'Comedy']",10.0
Take a Giant Step,['Drama'],6.5
Pets,['Drama'],6.1
Newcastle,"['Romance', 'Drama']",4.7
Beautiful Stranger,"['Drama', 'Romance', 'Thriller']",3.0
Skateland,['Drama'],5.8
Sacrifice,['Action'],5.0
The Old Maid,['Drama'],7.8
Step By Step,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.0
The Get-Away,['Crime'],3.2
Hate Thy Neighbor,"['Western', 'Action', 'Drama']",1.7
Espacio interior,['Drama'],6.0
Pickup Alley,"['Crime', 'Drama']",6.0
The Golden Hawk,['Adventure'],0.0
Summer of the Seventeenth Doll,"['Drama', 'Romance']",6.0
Too Tough to Die: A Tribute to Johnny Ramone,['Documentary'],7.3
The Formula,"['Romance', 'Comedy']",3.2
Submarine,"['Action', 'Drama']",0.0
Two Loves,['Drama'],4.5
The Four Feathers,"['Drama', 'Adventure']",0.0
The Beat Generation,['Crime'],5.3
Pretty Baby,['Comedy'],0.0
Walk a Crooked Mile,"['Crime', 'Drama']",5.5
Haunting of the Innocent,"['Thriller', 'Horror']",2.3
Once Before I Die,"['Drama', 'War']",0.0
Princess and the Pony,"['Drama', 'Family']",4.7
Wicked as They Come,['Drama'],7.0
Night Court,"['Crime', 'Drama', 'Thriller']",8.0
The Littlest Angel,"['Animation', 'Family']",8.5
One Is a Lonely Number,['Drama'],6.0
Tarzan and the Amazons,"['Action', 'Adventure', 'Romance']",5.0
Trust Me,['Comedy'],5.5
The Time of Their Lives,"['Comedy', 'Fantasy']",6.5
No Questions Asked,['Drama'],6.3
On the Inside,"['Drama', 'Thriller']",5.0
Solomon and Sheba,"['Drama', 'History', 'Romance', 'War']",5.4
Ground Control,"['Action', 'Adventure', 'Drama', 'Thriller']",5.6
Perkins' 14,"['Horror', 'Thriller']",4.8
The Hunters,"['Drama', 'Horror', 'Thriller']",3.9
The Sea Chase,"['Action', 'Drama', 'War']",5.6
Incubus,['Horror'],3.5
Shark Attack 2,"['Horror', 'Action', 'Thriller', 'Foreign']",4.1
The Reptile,['Horror'],6.0
"Hey There, It's Yogi Bear","['Animation', 'Comedy', 'Family', 'Adventure']",6.6
Top Sensation,['Thriller'],4.0
The Stranger's Return,"['Drama', 'Romance']",0.0
The Affairs of Martha,"['Romance', 'Comedy']",0.0
Three Night Stand,"['Comedy', 'Drama']",4.7
The Hangman,"['Action', 'Adventure', 'Thriller', 'Western']",4.4
You're Only Young Once,"['Comedy', 'Romance']",6.8
In His Father's Shoes,"['Drama', 'Family', 'TV Movie']",0.0
We Were Dancing,"['Comedy', 'Romance']",0.0
The Sky Dragon,"['Adventure', 'Comedy', 'Crime']",8.5
PT 109,"['Drama', 'War']",6.0
Noah's Ark,"['TV Movie', 'Drama']",3.9
When A Stranger Calls Back,"['Horror', 'Thriller']",5.2
Master of the World,"['Fantasy', 'Science Fiction']",6.0
Tooth Fairy 2,"['Comedy', 'Family']",4.6
Love's Kitchen,"['Drama', 'Romance', 'Comedy']",4.8
"Stay Away, Joe","['Action', 'Comedy', 'Drama', 'Music', 'Romance', 'Western']",5.8
They Call Me Renegade,"['Action', 'Adventure', 'Comedy', 'Western']",5.9
Knights,"['Action', 'Adventure', 'Science Fiction']",5.0
The Last Wagon,['Western'],5.8
Ping Pong Summer,['Comedy'],6.1
Sabretooth,"['Horror', 'Science Fiction']",4.5
Pride and Prejudice,['Drama'],6.8
Sometimes They Come Back... for More,['Horror'],3.6
Kid Galahad,"['Comedy', 'Drama', 'Music']",5.2
The Captains,"['Documentary', 'Science Fiction']",6.5
Homeboy,['Drama'],3.8
Merlin's Apprentice,"['Adventure', 'Fantasy']",5.0
The Siege of Firebase Gloria,"['Action', 'Drama', 'War']",5.3
The Bumblebee Flies Anyway,"['Drama', 'Romance']",5.7
The Amazing Dr. Clitterhouse,"['Drama', 'Action', 'Comedy', 'Crime']",7.4
The Freebie,['Drama'],3.8
Ice Soldiers,"['Action', 'Science Fiction']",3.7
Wild Cherry,['Comedy'],4.7
Sonny Boy,"['Drama', 'Romance', 'War']",6.0
Vampires: The Turning,"['Action', 'Adventure', 'Horror']",3.4
Siren,"['Thriller', 'Horror', 'Action']",4.0
Walking Tall: The Payback,"['Crime', 'Adventure', 'Action']",5.6
The Way West,"['Action', 'Adventure', 'Drama', 'Western']",5.7
Shock,"['Drama', 'Horror', 'Thriller']",5.7
Mask Maker,['Horror'],5.5
La Mission,['Drama'],6.8
The Outrage,"['Drama', 'Crime', 'Western']",4.6
Dirkie - Lost in the Desert,"['Adventure', 'Drama']",5.8
Somewhere in Sonora,"['Action', 'Western']",5.4
The Sellout,"['Crime', 'Drama']",6.2
Mandela,"['Documentary', 'History']",6.1
Thunder Birds,"['Drama', 'Romance', 'War']",0.0
The Law and Jake Wade,"['Action', 'Western']",6.1
War of the Colossal Beast,"['Science Fiction', 'Horror']",4.6
Who's Minding the Store?,"['Comedy', 'Romance']",6.2
The Love Letter,"['Comedy', 'Drama', 'Fantasy', 'Romance']",5.3
They Came from Beyond Space,"['Science Fiction', 'Horror']",6.0
"Mumsy, Nanny, Sonny & Girly","['Crime', 'Comedy', 'Horror']",5.9
Son of Dracula,"['Comedy', 'Horror', 'Music']",2.2
Craze,"['Horror', 'Crime']",5.8
Dark Tower,"['Horror', 'Thriller']",3.0
Holy Water,['Comedy'],5.8
Supernova,"['Science Fiction', 'Action', 'Drama']",3.1
Kissin' Cousins,"['Comedy', 'Music', 'Romance']",5.4
JLA Adventures: Trapped in Time,"['Family', 'Animation', 'Action', 'Science Fiction']",5.9
Joy Ride 3,['Thriller'],4.5
The Karate Dog,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']",3.5
Peter and Vandy,"['Drama', 'Comedy', 'Romance']",6.5
Hercules and the Amazon Women,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",5.2
The Comedians,['Drama'],5.8
Tomorrow You're Gone,['Thriller'],3.9
Wicked Blood,"['Action', 'Drama', 'Thriller']",5.3
Killer Pad,"['Comedy', 'Horror']",3.8
Rachel and the Stranger,"['Adventure', 'Western']",5.1
The Indian Fighter,"['Action', 'Adventure', 'Drama', 'Western']",5.7
"Little Fish, Strange Pond","['Drama', 'Crime', 'Comedy']",3.3
Trading Mom,"['Comedy', 'Family']",5.1
MVP 2: Most Vertical Primate,"['Comedy', 'Drama']",6.2
Air Bud: Seventh Inning Fetch,"['Comedy', 'Drama', 'Family']",4.6
Spymate,"['Adventure', 'Comedy']",4.7
Air Buddies,"['Adventure', 'Comedy', 'Family']",5.5
The Search for Santa Paws,['Adventure'],5.2
Santa Paws 2: The Santa Pups,['Family'],5.1
Super Buddies,['Family'],6.0
Malicious,"['Drama', 'Thriller']",5.7
White Tiger,['Action'],6.0
Warlock III: The End of Innocence,"['Fantasy', 'Horror']",4.2
Jim Thorpe – All-American,['Drama'],5.7
Guns for San Sebastian,"['Action', 'Western']",6.8
Popstar,"['Romance', 'Family', 'Comedy']",2.1
Miracle Dogs Too,"['Drama', 'Family']",5.3
InSight,"['Thriller', 'Mystery', 'Foreign']",5.2
The Devil's Brother,['Comedy'],6.5
The Deep Six,"['War', 'Drama']",4.5
The Moonlighter,['Western'],4.5
Nervous Ticks,"['Comedy', 'Romance']",0.0
Oliver Twist,"['TV Movie', 'Crime', 'Drama']",6.1
Music for Millions,"['Comedy', 'Drama', 'Music']",7.0
Sunday Too Far Away,['Drama'],6.5
The Moon and Sixpence,['Drama'],6.2
Heaven with a Gun,['Western'],4.3
Stranded,"['Action', 'Adventure', 'Science Fiction']",3.8
True Adolescents,['Comedy'],6.4
The Captain Hates the Sea,['Comedy'],9.0
The Little Rascals Save the Day,['Comedy'],5.9
"Love, Cheat & Steal",['Thriller'],5.3
Oliver Twist,['Drama'],6.3
S*P*Y*S,"['Action', 'Comedy']",5.9
Murders in the Rue Morgue,"['Crime', 'Drama', 'Horror', 'Thriller']",6.2
The Piano Player,"['Action', 'Drama', 'Crime', 'Thriller']",3.6
Miracle in the Rain,"['Drama', 'Romance']",8.5
More Than a Miracle,"['Romance', 'Comedy', 'Fantasy']",4.9
Mosquito Squadron,"['War', 'Drama']",4.8
Night of Dark Shadows,"['Drama', 'Horror', 'Thriller', 'Mystery', 'Romance', 'Foreign']",6.0
The Thirst,['Horror'],2.9
Mostly Ghostly,"['Family', 'Fantasy', 'Horror']",4.8
Muscle Beach Party,['Comedy'],6.1
The Old Dark House,"['Comedy', 'Horror', 'Mystery']",5.7
Hot Water,['Comedy'],6.5
Nemesis 4: Death Angel,"['Action', 'Thriller', 'Science Fiction']",4.4
Nemesis 3: Time Lapse,"['Action', 'Thriller', 'Science Fiction']",5.3
None But the Brave,"['Drama', 'War']",5.4
My 5 Wives,['Comedy'],3.9
My Brother the Pig,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",3.9
Napoleon,"['Adventure', 'Family']",5.5
Love Birds,"['Comedy', 'Romance']",6.1
Monster,"['Action', 'Horror', 'Science Fiction']",1.7
The Road Killers,"['Drama', 'Action', 'Thriller', 'Crime']",6.0
The Curse of the Mummy's Tomb,['Horror'],5.8
Stick,"['Adventure', 'Action', 'Drama', 'Crime']",5.5
The Duchess and the Dirtwater Fox,"['Comedy', 'Western']",5.7
Skyjacked,"['Action', 'Adventure', 'Drama', 'Thriller']",6.8
Legacy,"['Drama', 'Thriller']",5.2
The New Centurions,"['Crime', 'Drama', 'Action']",6.8
Sands Of Oblivion,"['TV Movie', 'Action', 'Adventure', 'Fantasy']",3.6
Tempted,"['Thriller', 'Mystery', 'Romance']",4.0
Piranha,['Horror'],4.1
Intermedio,"['Horror', 'Thriller']",1.3
Space Chimps 2: Zartog Strikes Back,"['Animation', 'Family']",4.5
Too Young To Kiss,"['Comedy', 'Romance']",6.0
The Firefly,"['History', 'Music', 'Drama']",7.0
Rulers of the City,"['Action', 'Comedy', 'Crime', 'Foreign']",5.8
Mad Max: Fury Road,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",7.3
Insidious: Chapter 3,"['Drama', 'Horror', 'Thriller']",6.3
Star Wars: The Force Awakens,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",7.5
Ben-Hur,"['Adventure', 'Drama', 'Action']",5.3
Warcraft,"['Action', 'Adventure', 'Fantasy']",6.3
Avengers: Age of Ultron,"['Action', 'Adventure', 'Science Fiction']",7.3
Ant-Man,"['Science Fiction', 'Action', 'Adventure']",7.0
Fantastic Four,"['Action', 'Adventure', 'Science Fiction']",4.4
Deadpool,"['Action', 'Adventure', 'Comedy']",7.4
Guardians of the Galaxy Vol. 2,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",7.6
Captain America: Civil War,"['Adventure', 'Action', 'Science Fiction']",7.1
Doctor Strange,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.1
X-Men: Apocalypse,['Science Fiction'],6.4
Elsa & Fred,"['Comedy', 'Family', 'Romance']",6.2
Too Late Blues,['Drama'],6.6
Clear History,['Comedy'],6.2
The Identical,"['Music', 'Drama']",4.9
Scorpio One,['Science Fiction'],3.0
The Gambler Returns: The Luck Of The Draw,['Western'],3.0
Montana Belle,['Western'],5.5
The Clown,['Drama'],4.3
Lizzie,['Drama'],7.0
The Savage Seven,"['Action', 'Crime']",5.2
One More Time,"['Action', 'Comedy']",2.9
Night Unto Night,"['Romance', 'Drama']",5.0
Man Made Monster,"['Horror', 'Science Fiction']",7.8
Sealed Lips,['Crime'],6.0
Pagan Love Song,"['Drama', 'Music', 'Romance']",6.0
The Golden Age of Comedy,['Comedy'],8.0
Talk About a Stranger,"['Mystery', 'Drama']",5.0
Right Cross,['Drama'],0.0
Return of Sabata,['Western'],4.8
The Hearse,"['Horror', 'Mystery', 'Drama']",5.5
The Geisha Boy,['Comedy'],7.1
When a Man Falls,"['Drama', 'Thriller']",3.8
Springfield Rifle,"['War', 'Western']",4.9
A Dangerous Place,"['Action', 'Thriller']",7.0
The Gangster,['Crime'],3.3
Russkies,"['Drama', 'Family']",4.5
Winter Break,"['Comedy', 'Drama']",3.6
The Facility,"['Horror', 'Science Fiction']",4.6
Man on Fire,"['Action', 'Drama', 'Thriller']",6.2
Ritual,['Horror'],3.7
Head Office,['Comedy'],6.1
Jim Jefferies: I Swear to God,['Comedy'],6.8
Social Nightmare,"['TV Movie', 'Drama', 'Mystery']",5.1
Once Fallen,"['Drama', 'Action', 'Crime']",4.0
The Magic Box,['Drama'],6.6
The Adventures of Tartu,"['Drama', 'Romance', 'Thriller', 'War']",5.3
Knight Without Armour,"['History', 'Drama', 'Adventure']",5.3
The Flesh and the Fiends,['Horror'],5.4
Sanders of the River,"['Adventure', 'Drama']",5.0
The Macomber Affair,['Adventure'],6.0
"Cry, the Beloved Country",['Drama'],6.7
Address Unknown,['Drama'],3.2
The Great Man,['Drama'],5.0
Kill Katie Malone,"['Thriller', 'Horror']",3.9
Rio Conchos,"['Action', 'Western']",5.4
Without Reservations,"['Comedy', 'Romance']",4.9
Roswell,"['Drama', 'Mystery']",6.1
The Ballad of Lucy Whipple,"['Family', 'TV Movie', 'Drama']",5.7
Taken,['Science Fiction'],7.4
Welcome to Hard Times,['Western'],4.6
The Lost Continent,"['Adventure', 'Fantasy']",5.7
The Incredible 2-Headed Transplant,"['Horror', 'Science Fiction']",4.0
Scrooge,"['Fantasy', 'Drama', 'Action', 'Comedy', 'Family']",4.9
Knife Fight,['Drama'],4.7
Tornado!,['Action'],4.0
The Opposite Sex,"['Drama', 'Comedy', 'Music', 'Romance']",5.5
Mischief Night,"['Horror', 'Drama', 'Thriller']",4.4
Saratoga,"['Drama', 'Romance', 'Comedy']",6.5
The Man from the Alamo,['Western'],6.4
The Unholy,['Horror'],5.9
Invitation to a Gunfighter,"['Action', 'Western']",5.3
The Hornet's Nest,"['War', 'Documentary', 'History']",6.8
Jimmy the Gent,"['Comedy', 'Crime', 'Drama']",6.7
The Inspector,"['Drama', 'Romance']",6.5
Project Shadowchaser II,"['Science Fiction', 'Action']",2.0
Nine Hours to Rama,"['History', 'Drama']",0.0
Nowhere to Go,"['Crime', 'Thriller']",6.4
Return to Nim's Island,"['Family', 'Adventure']",4.8
The Last Gangster,"['Crime', 'Drama', 'Thriller']",5.3
Wreckage,"['Horror', 'Thriller']",3.8
Monster Island,"['Horror', 'Comedy', 'Adventure']",4.0
Out of Bounds,"['Drama', 'Action', 'Crime', 'Thriller']",5.9
Jewtopia,"['Comedy', 'Romance']",4.3
Payment on Demand,['Drama'],7.1
Storm Warning,"['Crime', 'Drama']",6.9
Nas: Time Is Illmatic,"['Documentary', 'Music']",7.1
The Hunters,['Adventure'],5.0
High Barbaree,"['Action', 'Drama']",6.0
While the City Sleeps,"['Drama', 'Crime']",5.0
Geordie,"['Drama', 'Romance']",7.0
Last Rites,"['Adventure', 'Horror', 'Action', 'Science Fiction']",3.3
Roving Mars,['Documentary'],6.6
Tempo,"['Romance', 'Crime', 'Thriller']",4.3
Shoot Out,['Western'],5.8
Terror Trap,"['Horror', 'Thriller']",3.7
That Certain Woman,"['Drama', 'Romance']",6.5
Hold Your Man,"['Drama', 'Romance']",2.7
Love,"['Drama', 'Romance']",6.1
The Twilight of the Golds,['Drama'],7.8
Goldengirl,"['Science Fiction', 'Drama']",4.7
The Karen Carpenter Story,"['Drama', 'Music']",5.1
The Incident,['Drama'],4.8
The Jade Mask,"['Comedy', 'Crime', 'Drama']",5.7
Romanoff and Juliet,['Comedy'],5.5
The Passionate Plumber,['Comedy'],0.0
"See Here, Private Hargrove","['Comedy', 'Romance', 'War']",0.0
Shock Treatment,"['Comedy', 'Music']",7.0
Secret People,"['Crime', 'Drama']",5.8
The Story on Page One,['Drama'],0.0
The Affairs of Dobie Gillis,"['Comedy', 'Music']",0.0
I Love Melvin,"['Music', 'Comedy', 'Romance']",7.3
Strange Bargain,"['Mystery', 'Thriller']",3.5
Love Is Better Than Ever,"['Romance', 'Comedy']",0.0
Hayride,"['Thriller', 'Horror']",5.1
Immigration Tango,"['Comedy', 'Romance']",4.0
Vito,['Documentary'],8.0
The Big Land,['Western'],6.0
Scared To Death,"['Drama', 'Science Fiction', 'Horror']",5.0
My Own Country,['Drama'],6.0
The Rawhide Years,['Western'],4.4
The Ugly Ones,"['Action', 'Western']",6.5
The Golden Eye,"['Crime', 'Mystery', 'Thriller']",5.8
Twilight of Honor,['Drama'],0.0
The Cariboo Trail,['Western'],5.0
The Brotherhood of Satan,['Horror'],5.6
Kid Blue,"['Comedy', 'Western']",7.3
Juke Girl,"['Crime', 'Drama', 'Mystery']",0.0
The Red Lily,"['Crime', 'Drama']",7.0
The Unknown Man,"['Crime', 'Drama']",4.6
Highly Dangerous,"['Action', 'Thriller']",5.2
Beat Girl,['Drama'],5.2
The Hands of Orlac,"['Horror', 'Crime', 'Thriller']",4.3
Girl in Gold Boots,"['Drama', 'Crime', 'Music', 'Romance']",2.2
The Corpse Grinders,['Horror'],3.8
Kid Vengeance,['Western'],4.0
The Bad Seed,"['Drama', 'Thriller', 'Horror', 'Crime']",6.7
Snow in August,"['Drama', 'Family']",7.6
Fairy Tales,"['Romance', 'Comedy']",6.3
School for Love,"['Comedy', 'Drama']",4.0
Cake,['Drama'],6.2
Groupie,"['Horror', 'Thriller']",3.4
Number One with a Bullet,"['Action', 'Comedy']",4.5
Erotikon,"['Drama', 'Romance']",6.3
The Admirable Crichton,['Comedy'],7.1
HazMat,['Horror'],4.8
Winner Take All,['Drama'],0.0
Pick a Star,['Comedy'],4.0
Sea Devils,"['Action', 'Adventure', 'Drama']",5.2
The Grind,"['Action', 'Thriller', 'Romance']",3.8
The Sins of Rachel Cade,"['Romance', 'Drama']",6.0
The Romance of Rosy Ridge,"['Comedy', 'Drama', 'Romance']",0.0
Lethal Ninja,"['Action', 'Thriller']",3.9
Octopus 2: River of Fear,['Horror'],3.4
Rapture,['Drama'],6.9
These Thousand Hills,"['Drama', 'Western']",4.6
Three Wise Girls,"['Comedy', 'Romance', 'Drama']",5.6
Honolulu,"['Comedy', 'Romance']",0.0
Never a Dull Moment,"['Romance', 'Comedy']",5.0
Smart Girls Don't Talk,['Drama'],4.4
Flaxy Martin,['Thriller'],3.5
The Company She Keeps,['Drama'],6.3
Love Is a Ball,"['Comedy', 'Romance']",4.0
Let's Dance,"['Comedy', 'Romance']",6.3
Menno's Mind,"['Thriller', 'Science Fiction']",0.0
Lewis Black: Stark Raving Black,['Comedy'],6.8
The Last Page,"['Drama', 'Crime']",6.6
Mayor Cupcake,"['Comedy', 'Drama', 'Family']",3.5
Katt Williams: Kattpacalypse,['Comedy'],6.3
Python 2,['Horror'],4.2
Rose Marie,"['Romance', 'Adventure', 'Music', 'Drama', 'Western']",0.0
Man in the Attic,"['Crime', 'Drama', 'Mystery', 'Thriller']",4.9
Whoever Slew Auntie Roo?,"['Horror', 'Thriller']",7.1
You're Never Too Young,['Comedy'],6.6
Southie,"['Drama', 'Action', 'Thriller']",4.7
Vicious Lips,"['Comedy', 'Horror', 'Music', 'Science Fiction']",4.2
Until They Sail,"['Drama', 'Romance', 'War']",5.8
The King and Four Queens,"['Adventure', 'Western', 'Mystery', 'Comedy']",3.8
High Wall,"['Crime', 'Drama']",6.0
The Gallant Hours,"['Drama', 'War']",5.5
Suspect,"['Drama', 'Thriller']",7.2
Heavens Above!,['Comedy'],6.5
Whistling in the Dark,"['Comedy', 'Mystery']",6.2
Whistling in Dixie,"['Comedy', 'Mystery', 'Crime']",0.0
Whistling in Brooklyn,"['Comedy', 'Crime', 'Mystery', 'Romance']",0.0
I Love Trouble,"['Crime', 'Drama']",6.6
The Fuller Brush Man,"['Adventure', 'Comedy', 'Crime', 'Romance']",6.5
Desert Victory,"['War', 'Documentary']",5.0
The Hellbenders,"['Adventure', 'Drama', 'Action', 'Western', 'Foreign']",6.2
Johnny O'Clock,"['Crime', 'Drama']",5.2
Reign of Terror,['Drama'],6.8
The Jackie Robinson Story,"['Drama', 'Family']",6.8
The Shanghai Cobra,"['Mystery', 'Thriller']",4.4
"Invasion, U.S.A.","['Drama', 'Science Fiction']",1.5
Hider in the House,"['Horror', 'Thriller']",5.5
White: The Melody of the Curse,['Horror'],5.9
Kermit's Swamp Years,"['Fantasy', 'Family', 'Comedy']",5.6
The Honeymoon Machine,['Comedy'],6.7
World for Ransom,"['Drama', 'Action', 'Thriller']",3.8
The Angry Hills,"['Drama', 'War', 'Thriller']",4.0
The Grissom Gang,"['Drama', 'Action', 'Thriller', 'Crime']",6.9
Once a Thief,"['Crime', 'Drama', 'Thriller']",5.8
House Party 4: Down to the Last Minute,['Comedy'],3.8
Race to Space,"['Drama', 'Family']",5.4
White Line Fever,"['Romance', 'Action', 'Crime', 'Drama']",6.0
The Snow Queen,"['Animation', 'Fantasy']",5.1
Mimesis,['Horror'],3.8
In the Shadows,"['Drama', 'Thriller']",5.2
Solar Attack,"['Action', 'Science Fiction', 'Thriller']",2.6
I Was Monty's Double,"['War', 'History', 'Drama']",8.0
The Missing Lynx,"['Animation', 'Family']",5.3
The Lone Wolf Spy Hunt,"['Mystery', 'Adventure']",7.0
Hotel Berlin,"['War', 'Drama']",5.0
Please Murder Me,"['Crime', 'Drama']",6.8
The Glass Wall,['Drama'],4.5
The Pit and the Pendulum,"['Fantasy', 'Horror', 'Thriller']",2.3
She's Working Her Way Through College,"['Music', 'Comedy']",0.0
If Winter Comes,['Drama'],7.0
"Snowflake, the White Gorilla","['Animation', 'Adventure', 'Comedy', 'Family']",5.4
Last of the Comanches,"['Western', 'Action', 'Adventure']",6.0
Ski Party,"['Comedy', 'Music']",6.4
The Secret of Convict Lake,['Western'],4.8
How Sweet It Is!,['Comedy'],8.2
Viva Max!,['Comedy'],0.0
The Grasshopper,"['Romance', 'Drama']",6.8
The Last Big Thing,"['Comedy', 'Drama']",6.0
"No God, No Master","['Crime', 'Drama', 'Thriller', 'History']",6.8
Tension at Table Rock,['Western'],7.0
Red Light,"['Mystery', 'Thriller']",5.4
The Mask,"['Horror', 'Thriller']",6.2
Journey to the Center of the Earth,"['Fantasy', 'Action', 'Science Fiction', 'Family']",2.4
Squatters,['Drama'],6.9
The Hoodlum,['Comedy'],6.5
Words and Music,"['Drama', 'Music']",6.6
The Last of the Finest,"['Action', 'Crime', 'Drama']",5.4
